city,date,AQI,airQuality,rank,PM2\.5,PM10,So2,No2,Co,O3
杭州,2025-10-14,优,40,168,20,30,32,7,1.10,22
杭州,2025-10-15,优,44,184,25,39,27,7,0.88,68
杭州,2025-10-16,优,47,218,17,25,17,7,0.84,64
杭州,2025-10-17,优,44,229,13,25,21,7,0.55,63
杭州,2025-10-18,优,29,112,12,19,21,6,0.56,43
杭州,2025-10-19,优,27,91,13,25,17,7,0.46,50
杭州,2025-10-20,优,34,204,11,28,16,7,0.38,63
杭州,2025-10-21,优,31,141,12,31,19,7,0.38,53
杭州,2025-10-22,优,34,131,13,31,19,8,0.40,63
杭州,2025-10-23,优,42,159,14,31,21,8,0.41,69
杭州,2025-10-24,优,44,118,18,36,24,8,0.49,72
杭州,2025-10-25,优,49,145,24,43,26,8,0.49,77
杭州,2025-10-26,优,46,138,28,46,25,7,0.56,62
杭州,2025-10-27,优,43,110,30,42,24,7,0.60,64
杭州,2025-10-28,良,61,175,16,33,24,8,0.39,87
杭州,2025-10-29,优,43,88,20,39,32,7,0.43,56
杭州,2025-10-30,优,44,122,23,38,35,7,0.50,32
杭州,2025-10-31,优,29,34,13,19,23,6,0.46,37
杭州,2025-11-01,良,52,173,37,54,28,6,0.68,59
杭州,2025-11-02,良,69,280,50,78,33,8,0.78,68
杭州,2025-11-03,优,43,131,12,31,24,7,0.43,60
杭州,2025-11-04,良,59,220,24,48,47,7,0.49,17
杭州,2025-11-05,良,58,196,28,50,46,7,0.52,22
杭州,2025-11-06,良,59,223,34,55,47,7,0.57,4
杭州,2025-11-07,优,41,162,21,26,33,6,0.48,40
杭州,2025-11-08,优,35,124,18,25,28,6,0.60,14
杭州,2025-11-09,优,25,47,13,18,20,6,0.59,40
杭州,2025-11-10,优,46,171,26,46,21,7,0.58,71
杭州,2025-11-11,优,34,86,10,30,27,7,0.39,49
杭州,2025-11-12,优,39,104,15,39,29,7,0.49,51
杭州,2025-11-13,优,38,103,18,38,29,8,0.56,58
杭州,2025-11-14,良,72,238,53,87,45,8,0.78,58
杭州,2025-11-15,良,69,187,50,83,45,8,0.73,64
杭州,2025-11-16,良,65,214,47,75,44,7,0.67,57
杭州,2025-11-17,优,50,246,29,50,29,7,0.56,39
杭州,2025-11-18,优,31,119,15,31,18,7,0.43,40
杭州,2025-11-19,优,40,162,21,40,25,8,0.48,36
杭州,2025-11-20,良,52,205,30,53,40,8,0.59,27
杭州,2025-11-21,良,59,194,42,67,47,8,0.67,33
杭州,2025-11-22,良,81,240,60,90,54,9,0.76,43
杭州,2025-11-23,良,79,206,58,87,55,8,0.77,40
杭州,2025-11-24,良,75,185,53,84,60,8,0.77,18
杭州,2025-11-25,良,97,309,39,144,24,8,0.44,47
杭州,2025-11-26,良,86,236,46,123,49,8,0.54,26
杭州,2025-11-27,轻度污染,124,269,51,197,36,7,0.47,33
杭州,2025-11-28,轻度污染,128,298,59,207,45,7,0.50,23
杭州,2025-11-29,良,84,228,49,119,51,8,0.60,35
杭州,2025-11-30,良,68,163,47,86,52,8,0.70,35
杭州,2025-12-01,轻度污染,104,275,78,138,50,8,0.81,54
杭州,2025-12-02,良,68,224,34,86,39,7,0.57,35
杭州,2025-12-03,良,54,165,27,59,24,7,0.46,46
杭州,2025-12-04,良,55,140,32,56,44,8,0.57,29
杭州,2025-12-05,良,80,265,44,70,64,10,0.71,17
杭州,2025-12-06,良,74,179,54,83,57,8,0.76,25
杭州,2025-12-07,良,76,187,56,85,56,7,0.77,38
杭州,2025-12-08,良,94,279,70,110,49,8,0.80,43
杭州,2025-12-09,良,54,89,21,58,37,7,0.53,44
杭州,2025-12-10,良,60,116,30,68,48,7,0.63,25
杭州,2025-12-11,良,82,197,61,100,43,8,0.82,55
杭州,2025-12-12,良,52,147,25,53,22,7,0.48,59
杭州,2025-12-13,优,36,84,18,36,24,7,0.57,34
杭州,2025-12-14,良,52,131,23,54,22,7,0.60,50
杭州,2025-12-15,良,62,167,38,74,47,7,0.73,23
杭州,2025-12-16,良,70,186,41,75,56,8,0.85,19
杭州,2025-12-17,轻度污染,109,254,82,128,48,9,0.98,42
杭州,2025-12-18,轻度污染,139,276,106,156,54,7,1.00,37
杭州,2025-12-19,良,90,212,67,112,59,7,0.96,35
杭州,2025-12-20,轻度污染,112,271,85,135,50,8,1.03,31
杭州,2025-12-21,优,48,150,29,48,23,6,0.63,41
杭州,2025-12-22,良,55,180,21,45,44,7,0.65,15
杭州,2025-12-23,良,54,185,34,58,37,6,0.75,16
杭州,2025-12-24,优,40,89,22,32,32,6,0.87,6
杭州,2025-12-25,良,60,245,43,59,24,7,0.74,45
杭州,2025-12-26,优,44,119,22,38,35,7,0.62,34
杭州,2025-12-27,良,56,138,35,55,45,7,0.66,25
杭州,2025-12-28,良,72,179,53,78,53,7,0.77,22
杭州,2025-12-29,良,66,165,48,71,51,7,0.75,30
杭州,2025-12-30,轻度污染,116,256,88,132,50,7,0.89,37
杭州,2025-12-31,优,34,57,15,34,27,7,0.40,50
重庆,2025-01-01,轻度污染,132,285,101,122,47,7,1.07,37
重庆,2025-01-02,中度污染,154,302,118,141,53,8,1.20,23
重庆,2025-01-03,中度污染,164,302,125,145,42,8,1.21,33
重庆,2025-01-04,轻度污染,145,271,111,128,39,8,1.08,24
重庆,2025-01-05,轻度污染,101,221,76,89,28,7,0.93,36
重庆,2025-01-06,良,99,279,74,91,40,7,1.00,14
重庆,2025-01-07,良,75,242,55,65,30,6,0.85,22
重庆,2025-01-08,优,47,99,33,42,28,5,0.65,31
重庆,2025-01-09,优,47,130,33,43,30,5,0.68,20
重庆,2025-01-10,优,47,98,33,44,29,6,0.64,28
重庆,2025-01-11,良,56,128,40,52,30,6,0.66,33
重庆,2025-01-12,良,62,153,45,61,36,6,0.74,36
重庆,2025-01-13,良,88,208,65,85,43,7,0.85,23
重庆,2025-01-14,轻度污染,102,271,77,92,40,7,0.85,15
重庆,2025-01-15,良,84,304,62,79,32,6,0.75,20
重庆,2025-01-16,良,80,298,59,80,36,7,0.82,22
重庆,2025-01-17,良,88,275,65,87,42,8,0.90,15
重庆,2025-01-18,轻度污染,106,267,80,103,40,8,0.92,15
重庆,2025-01-19,轻度污染,104,241,78,98,36,6,0.95,35
重庆,2025-01-20,轻度污染,112,241,85,107,42,7,0.97,43
重庆,2025-01-21,轻度污染,131,247,100,121,47,8,1.13,23
重庆,2025-01-22,中度污染,181,289,137,161,47,9,1.30,11
重庆,2025-01-23,重度污染,205,296,155,180,45,8,1.37,8
重庆,2025-01-24,良,98,220,73,83,28,7,1.11,17
重庆,2025-01-25,优,34,38,24,31,19,6,0.80,40
重庆,2025-01-26,优,38,64,22,38,17,6,0.54,51
重庆,2025-01-27,良,52,205,32,53,19,6,0.60,43
重庆,2025-01-28,良,72,240,53,84,17,7,0.63,51
重庆,2025-01-29,中度污染,171,220,130,159,21,12,0.78,41
重庆,2025-01-30,轻度污染,136,280,104,130,19,9,0.82,32
重庆,2025-01-31,轻度污染,104,264,78,92,15,6,0.83,23
重庆,2025-02-01,良,82,243,61,76,16,6,0.82,18
重庆,2025-02-02,良,55,167,39,46,17,6,0.86,16
重庆,2025-02-03,优,34,70,24,31,17,6,0.73,24
重庆,2025-02-04,优,37,60,26,34,17,6,0.71,30
重庆,2025-02-05,优,49,178,34,44,18,6,0.70,27
重庆,2025-02-06,优,39,62,27,35,16,6,0.62,34
重庆,2025-02-07,优,33,56,23,32,17,5,0.56,36
重庆,2025-02-08,优,44,179,22,44,15,5,0.42,56
重庆,2025-02-09,良,54,221,29,58,26,7,0.54,34
重庆,2025-02-10,良,59,180,40,68,29,8,0.63,39
重庆,2025-02-11,良,71,180,52,80,35,9,0.70,34
重庆,2025-02-12,良,70,184,51,74,27,6,0.68,32
重庆,2025-02-13,优,42,38,27,42,20,5,0.57,32
重庆,2025-02-14,优,43,52,28,43,23,6,0.62,23
重庆,2025-02-15,优,43,44,30,42,25,6,0.65,23
重庆,2025-02-16,优,49,100,34,48,31,7,0.79,24
重庆,2025-02-17,优,50,129,35,51,30,6,0.66,36
重庆,2025-02-18,优,44,106,30,44,28,7,0.60,37
重庆,2025-02-19,优,49,127,34,49,29,7,0.60,37
重庆,2025-02-20,优,43,106,30,43,21,6,0.56,40
重庆,2025-02-21,优,44,138,31,43,24,7,0.66,35
重庆,2025-02-22,优,39,107,27,38,20,6,0.62,53
重庆,2025-02-23,优,36,68,25,36,21,6,0.61,47
重庆,2025-02-24,优,44,99,31,44,18,5,0.59,58
重庆,2025-02-25,良,61,144,44,61,24,5,0.65,52
重庆,2025-02-26,良,62,142,45,62,35,6,0.78,45
重庆,2025-02-27,良,62,133,45,61,34,8,0.80,56
重庆,2025-02-28,良,68,167,49,68,32,8,0.76,60
重庆,2025-03-01,良,82,230,61,80,35,9,0.81,49
重庆,2025-03-02,良,86,314,64,85,27,9,0.80,58
重庆,2025-03-03,优,38,105,25,38,20,6,0.61,48
重庆,2025-03-04,优,26,29,18,26,21,6,0.65,33
重庆,2025-03-05,优,25,30,15,24,20,6,0.60,36
重庆,2025-03-06,优,31,50,14,24,20,6,0.50,48
重庆,2025-03-07,优,35,41,21,35,25,6,0.49,53
重庆,2025-03-08,优,47,88,33,46,27,6,0.57,44
重庆,2025-03-09,良,51,76,35,52,30,7,0.55,36
重庆,2025-03-10,良,52,85,36,53,27,8,0.60,46
重庆,2025-03-11,良,52,83,36,54,28,8,0.63,48
重庆,2025-03-12,良,71,172,52,72,28,8,0.70,46
重庆,2025-03-13,良,61,186,44,64,25,7,0.69,30
重庆,2025-03-14,良,51,193,35,52,25,7,0.64,30
重庆,2025-03-15,优,34,70,22,34,23,6,0.58,38
重庆,2025-03-16,优,31,13,17,31,20,6,0.46,42
重庆,2025-03-17,优,28,4,18,28,16,6,0.38,47
重庆,2025-03-18,优,33,14,22,33,20,6,0.47,44
重庆,2025-03-19,优,44,52,28,44,28,6,0.53,44
重庆,2025-03-20,良,52,88,33,53,34,7,0.55,57
重庆,2025-03-21,良,60,164,43,67,47,9,0.66,43
重庆,2025-03-22,良,84,273,62,90,54,10,0.82,21
重庆,2025-03-23,良,81,173,60,82,36,8,0.73,61
重庆,2025-03-24,良,61,88,38,63,37,8,0.62,76
重庆,2025-03-25,良,66,105,36,64,44,9,0.69,82
重庆,2025-03-26,良,85,146,39,63,40,10,0.71,102
重庆,2025-03-27,良,94,202,53,117,28,11,0.61,110
重庆,2025-03-28,良,74,199,36,98,12,6,0.38,66
重庆,2025-03-29,优,24,17,15,24,14,5,0.38,43
重庆,2025-03-30,优,30,55,18,30,17,5,0.42,43
重庆,2025-03-31,优,38,72,24,38,23,6,0.52,31
重庆,2025-04-01,优,40,60,26,40,24,7,0.53,38
重庆,2025-04-02,良,52,97,34,53,34,8,0.62,34
重庆,2025-04-03,良,56,63,33,61,38,9,0.71,45
重庆,2025-04-04,良,55,25,37,60,26,8,0.61,64
重庆,2025-04-05,良,68,192,49,75,32,8,0.69,47
重庆,2025-04-06,良,74,212,54,83,30,8,0.72,41
重庆,2025-04-07,良,61,97,43,72,27,8,0.70,68
重庆,2025-04-08,良,70,135,41,74,36,9,0.72,87
重庆,2025-04-09,良,76,198,46,79,40,10,0.81,86
重庆,2025-04-10,良,74,198,41,68,34,9,0.76,91
重庆,2025-04-11,优,45,32,29,45,20,8,0.65,63
重庆,2025-04-12,中度污染,192,251,78,333,17,6,0.40,65
重庆,2025-04-13,重度污染,227,314,95,369,24,8,0.45,65
重庆,2025-04-14,轻度污染,142,285,71,235,37,10,0.59,72
重庆,2025-04-15,轻度污染,102,286,54,154,38,10,0.64,81
重庆,2025-04-16,良,78,149,44,106,35,10,0.66,97
重庆,2025-04-17,良,88,240,44,97,33,10,0.69,108
重庆,2025-04-18,良,95,255,39,80,31,11,0.67,117
重庆,2025-04-19,良,85,169,26,49,17,8,0.55,116
重庆,2025-04-20,良,64,160,18,34,19,9,0.52,88
重庆,2025-04-21,优,49,106,22,43,14,8,0.48,75
重庆,2025-04-22,优,46,87,20,46,14,7,0.41,60
重庆,2025-04-23,良,52,111,25,55,14,6,0.44,64
重庆,2025-04-24,优,39,51,22,39,16,6,0.47,56
重庆,2025-04-25,优,50,118,26,50,22,7,0.56,42
重庆,2025-04-26,优,50,107,25,50,23,7,0.55,45
重庆,2025-04-27,优,41,66,24,41,21,7,0.55,56
重庆,2025-04-28,良,52,136,24,43,25,8,0.59,71
重庆,2025-04-29,优,38,6,22,37,24,7,0.53,54
重庆,2025-04-30,优,48,52,19,34,17,7,0.46,76
重庆,2025-05-01,优,50,109,27,50,27,8,0.58,79
重庆,2025-05-02,良,74,200,33,70,27,9,0.63,94
重庆,2025-05-03,良,76,231,42,79,26,11,0.70,93
重庆,2025-05-04,良,52,117,31,52,17,8,0.64,83
重庆,2025-05-05,良,51,131,21,41,14,8,0.51,83
重庆,2025-05-06,良,56,155,37,61,29,9,0.70,53
重庆,2025-05-07,良,51,97,30,52,20,7,0.61,71
重庆,2025-05-08,优,44,61,18,30,15,7,0.48,72
重庆,2025-05-09,良,55,186,24,60,20,7,0.40,74
重庆,2025-05-10,良,56,210,27,61,17,6,0.40,69
重庆,2025-05-11,良,56,106,24,52,19,7,0.43,82
重庆,2025-05-12,良,76,162,28,53,26,9,0.54,96
重庆,2025-05-13,良,70,78,38,63,27,9,0.59,90
重庆,2025-05-14,良,62,96,45,67,26,8,0.64,79
重庆,2025-05-15,良,65,190,47,69,25,8,0.65,81
重庆,2025-05-16,良,62,172,45,68,27,7,0.68,56
重庆,2025-05-17,良,60,180,43,66,27,7,0.68,45
重庆,2025-05-18,良,62,173,45,70,24,8,0.70,79
重庆,2025-05-19,良,75,210,37,61,27,8,0.64,94
重庆,2025-05-20,良,91,255,36,61,34,9,0.71,104
重庆,2025-05-21,良,82,247,34,54,28,8,0.65,95
重庆,2025-05-22,良,56,151,19,33,15,6,0.53,81
重庆,2025-05-23,良,52,166,24,53,22,7,0.50,70
重庆,2025-05-24,良,58,159,32,67,18,8,0.46,82
重庆,2025-05-25,良,54,113,23,44,16,7,0.43,82
重庆,2025-05-26,良,62,122,22,37,18,7,0.45,89
重庆,2025-05-27,优,41,40,15,25,16,6,0.46,64
重庆,2025-05-28,优,42,53,12,20,13,6,0.45,70
重庆,2025-05-29,优,48,103,14,26,19,6,0.48,73
重庆,2025-05-30,优,46,94,14,25,16,6,0.45,70
重庆,2025-05-31,优,26,24,13,19,13,6,0.51,44
重庆,2025-06-01,优,29,12,12,20,12,6,0.50,39
重庆,2025-06-02,优,29,26,13,22,15,6,0.51,49
重庆,2025-06-03,优,37,53,21,35,20,7,0.59,54
重庆,2025-06-04,优,44,72,23,40,23,7,0.65,65
重庆,2025-06-05,良,58,122,24,42,25,8,0.71,74
重庆,2025-06-06,优,49,94,31,49,25,8,0.66,65
重庆,2025-06-07,优,46,118,29,46,20,8,0.63,64
重庆,2025-06-08,优,49,144,17,30,17,7,0.55,73
重庆,2025-06-09,优,44,105,11,21,15,7,0.53,66
重庆,2025-06-10,良,54,194,19,36,26,8,0.64,73
重庆,2025-06-11,良,90,249,21,39,21,7,0.59,101
重庆,2025-06-12,良,85,231,21,39,22,8,0.57,106
重庆,2025-06-13,良,88,246,21,37,22,7,0.55,109
重庆,2025-06-14,良,75,256,20,37,20,8,0.56,93
重庆,2025-06-15,轻度污染,111,315,20,41,16,7,0.46,147
重庆,2025-06-16,良,98,317,19,38,20,8,0.56,126
重庆,2025-06-17,良,82,231,17,32,20,8,0.55,94
重庆,2025-06-18,优,32,96,12,22,13,6,0.51,45
重庆,2025-06-19,优,25,98,9,16,11,6,0.50,40
重庆,2025-06-20,优,40,159,14,26,14,6,0.54,60
重庆,2025-06-21,优,35,107,12,20,12,6,0.50,61
重庆,2025-06-22,优,35,70,11,19,12,6,0.52,61
重庆,2025-06-23,优,49,140,10,20,12,6,0.50,83
重庆,2025-06-24,优,48,122,12,23,17,7,0.56,61
重庆,2025-06-25,优,34,48,10,17,11,6,0.50,60
重庆,2025-06-26,优,42,86,14,26,18,7,0.54,64
重庆,2025-06-27,良,56,163,13,26,21,7,0.55,76
重庆,2025-06-28,良,53,195,11,23,18,8,0.48,73
重庆,2025-06-29,优,46,162,10,20,15,7,0.46,63
重庆,2025-06-30,优,30,72,12,22,16,6,0.50,42
重庆,2025-07-01,优,34,104,10,19,13,6,0.50,52
重庆,2025-07-02,优,34,107,8,17,11,7,0.41,50
重庆,2025-07-03,优,35,90,8,16,11,7,0.35,54
重庆,2025-07-04,优,40,91,9,17,13,7,0.37,65
重庆,2025-07-05,良,53,143,11,23,13,7,0.40,85
重庆,2025-07-06,良,78,251,15,27,11,7,0.50,109
重庆,2025-07-07,良,68,204,13,24,12,7,0.50,92
重庆,2025-07-08,良,52,169,13,23,12,6,0.51,67
重庆,2025-07-09,优,30,25,11,18,15,6,0.55,47
重庆,2025-07-10,优,36,60,16,26,16,6,0.60,57
重庆,2025-07-11,优,50,198,13,24,14,6,0.50,71
重庆,2025-07-12,良,51,210,15,26,13,6,0.49,81
重庆,2025-07-13,良,65,250,18,30,16,7,0.54,87
重庆,2025-07-14,良,62,197,17,28,17,7,0.53,82
重庆,2025-07-15,良,67,219,17,28,18,7,0.54,88
重庆,2025-07-16,良,78,261,17,29,19,7,0.55,98
重庆,2025-07-17,良,77,221,18,30,19,8,0.55,90
重庆,2025-07-18,良,60,166,15,28,13,7,0.52,83
重庆,2025-07-19,良,62,194,13,23,13,7,0.53,92
重庆,2025-07-20,良,51,194,13,23,12,7,0.55,78
重庆,2025-07-21,优,48,199,13,22,12,6,0.55,70
重庆,2025-07-22,优,48,203,11,22,14,7,0.54,62
重庆,2025-07-23,优,38,171,9,18,14,7,0.51,48
重庆,2025-07-24,优,29,87,7,15,11,6,0.45,46
重庆,2025-07-25,优,34,126,7,15,12,7,0.42,50
重庆,2025-07-26,优,40,144,9,18,14,7,0.43,64
重庆,2025-07-27,良,62,276,12,22,13,7,0.48,90
重庆,2025-07-28,优,31,70,14,28,18,8,0.50,59
重庆,2025-07-29,良,77,305,17,29,15,8,0.59,97
重庆,2025-07-30,良,80,297,18,31,16,8,0.59,98
重庆,2025-07-31,良,59,217,15,26,15,7,0.50,83
重庆,2025-08-01,良,66,242,16,26,17,7,0.50,91
重庆,2025-08-02,良,72,259,16,26,14,7,0.49,98
重庆,2025-08-03,良,77,275,17,27,14,8,0.50,105
重庆,2025-08-04,良,76,280,18,28,14,7,0.57,102
重庆,2025-08-05,良,78,288,21,32,15,8,0.61,95
重庆,2025-08-06,良,54,217,18,28,13,7,0.62,83
重庆,2025-08-07,良,67,282,15,23,11,7,0.59,97
重庆,2025-08-08,良,65,283,15,25,14,6,0.59,80
重庆,2025-08-09,良,58,279,16,25,11,7,0.58,86
重庆,2025-08-10,良,62,280,16,25,12,7,0.56,74
重庆,2025-08-11,优,32,64,9,16,10,6,0.53,55
重庆,2025-08-12,优,42,120,10,18,11,6,0.55,70
重庆,2025-08-13,良,69,271,13,24,16,7,0.56,94
重庆,2025-08-14,良,62,239,15,27,17,7,0.55,77
重庆,2025-08-15,优,41,129,14,26,16,7,0.53,54
重庆,2025-08-16,优,32,82,9,17,11,6,0.46,50
重庆,2025-08-17,优,38,124,11,21,13,7,0.48,55
重庆,2025-08-18,优,39,124,14,25,16,7,0.48,57
重庆,2025-08-19,优,36,101,12,21,12,7,0.43,56
重庆,2025-08-20,优,35,120,9,17,9,7,0.41,54
重庆,2025-08-21,优,42,170,14,24,12,7,0.50,60
重庆,2025-08-22,优,36,116,15,23,12,7,0.50,51
重庆,2025-08-23,优,30,56,12,22,14,7,0.49,43
重庆,2025-08-24,优,38,133,13,23,12,7,0.53,60
重庆,2025-08-25,优,38,147,14,24,13,7,0.45,57
重庆,2025-08-26,优,35,105,12,21,12,7,0.38,52
重庆,2025-08-27,优,36,100,12,22,12,7,0.40,57
重庆,2025-08-28,优,38,110,13,23,12,7,0.41,61
重庆,2025-08-29,优,47,202,18,31,11,7,0.51,78
重庆,2025-08-30,优,44,168,21,31,11,7,0.52,71
重庆,2025-08-31,优,48,223,21,32,11,7,0.52,80
重庆,2025-09-01,良,62,250,24,35,16,8,0.58,86
重庆,2025-09-02,良,68,257,28,41,18,8,0.60,93
重庆,2025-09-03,良,59,237,28,41,13,8,0.63,83
重庆,2025-09-04,良,57,236,34,47,16,8,0.67,78
重庆,2025-09-05,优,50,191,34,49,16,8,0.67,64
重庆,2025-09-06,优,31,35,13,24,11,6,0.50,52
重庆,2025-09-07,优,44,121,16,32,16,7,0.53,64
重庆,2025-09-08,优,33,81,12,22,13,7,0.57,46
重庆,2025-09-09,优,34,100,17,31,19,7,0.65,53
重庆,2025-09-10,优,46,203,21,35,20,7,0.69,61
重庆,2025-09-11,优,46,200,17,28,16,8,0.64,63
重庆,2025-09-12,优,28,69,12,22,15,7,0.62,35
重庆,2025-09-13,优,30,61,9,15,13,6,0.57,51
重庆,2025-09-14,优,43,154,13,24,18,7,0.65,60
重庆,2025-09-15,优,48,205,15,28,17,7,0.59,64
重庆,2025-09-16,优,44,198,19,31,16,8,0.53,58
重庆,2025-09-17,优,43,245,29,43,16,7,0.61,51
重庆,2025-09-18,优,34,171,15,26,14,7,0.55,48
重庆,2025-09-19,优,22,40,10,19,11,6,0.56,31
重庆,2025-09-20,优,25,48,11,22,14,7,0.61,40
重庆,2025-09-21,优,28,58,10,21,13,7,0.60,40
重庆,2025-09-22,优,22,22,11,22,14,6,0.58,28
重庆,2025-09-23,优,19,6,10,19,14,6,0.60,21
重庆,2025-09-24,优,32,131,10,22,15,6,0.62,50
重庆,2025-09-25,优,40,183,20,37,23,7,0.67,55
重庆,2025-09-26,优,32,103,16,27,16,6,0.60,42
重庆,2025-09-27,优,32,84,16,28,16,7,0.60,43
重庆,2025-09-28,优,36,133,18,30,13,7,0.63,51
重庆,2025-09-29,优,26,44,11,19,12,6,0.61,36
重庆,2025-09-30,优,26,50,15,26,18,7,0.65,38
重庆,2025-10-01,优,34,75,19,33,16,7,0.64,46
重庆,2025-10-02,优,26,41,14,25,11,6,0.58,36
重庆,2025-10-03,优,26,39,17,26,13,7,0.63,37
重庆,2025-10-04,优,22,18,13,22,13,7,0.62,32
重庆,2025-10-05,优,26,67,15,26,13,7,0.60,35
重庆,2025-10-06,优,34,202,18,28,11,7,0.58,47
重庆,2025-10-07,优,37,156,23,36,15,7,0.60,51
重庆,2025-10-08,优,36,156,25,36,17,7,0.59,38
重庆,2025-10-09,优,33,137,17,29,18,7,0.48,51
重庆,2025-10-10,优,40,166,21,33,16,7,0.50,64
重庆,2025-10-11,优,47,195,24,37,14,8,0.52,71
重庆,2025-10-12,优,39,168,25,39,14,7,0.62,42
重庆,2025-10-13,优,18,3,9,18,13,6,0.65,27
重庆,2025-10-14,优,24,34,11,20,19,7,0.73,21
重庆,2025-10-15,优,22,25,12,22,16,6,0.72,29
重庆,2025-10-16,优,25,33,13,25,18,7,0.75,28
重庆,2025-10-17,优,24,31,12,24,15,6,0.67,22
重庆,2025-10-18,优,20,11,10,20,16,7,0.56,33
重庆,2025-10-19,优,19,18,9,17,15,6,0.61,31
重庆,2025-10-20,优,18,9,8,16,13,6,0.55,34
重庆,2025-10-21,优,20,17,9,18,12,6,0.53,35
重庆,2025-10-22,优,26,53,10,19,13,6,0.49,43
重庆,2025-10-23,优,28,43,12,21,13,6,0.41,45
重庆,2025-10-24,优,32,37,19,32,20,6,0.45,34
重庆,2025-10-25,优,31,40,21,31,17,6,0.48,32
重庆,2025-10-26,优,33,54,20,33,21,6,0.53,19
重庆,2025-10-27,优,33,52,19,33,23,6,0.58,21
重庆,2025-10-28,优,44,60,23,37,25,7,0.56,65
重庆,2025-10-29,优,42,72,27,42,25,6,0.57,27
重庆,2025-10-30,优,39,80,24,39,23,6,0.56,30
重庆,2025-10-31,优,42,139,26,42,25,6,0.58,18
重庆,2025-11-01,优,38,91,26,38,23,6,0.57,20
重庆,2025-11-02,优,41,135,27,41,25,7,0.58,22
重庆,2025-11-03,优,47,166,31,47,26,7,0.62,16
重庆,2025-11-04,优,38,113,25,38,25,7,0.54,33
重庆,2025-11-05,优,41,133,26,41,27,7,0.56,27
重庆,2025-11-06,优,34,93,22,34,16,6,0.49,35
重庆,2025-11-07,优,28,51,13,22,22,6,0.63,16
重庆,2025-11-08,优,25,56,14,25,20,6,0.64,13
重庆,2025-11-09,优,26,59,15,26,19,6,0.67,21
重庆,2025-11-10,优,27,57,15,27,17,6,0.59,31
重庆,2025-11-11,优,38,118,18,38,23,6,0.58,21
重庆,2025-11-12,优,44,141,25,44,27,7,0.68,14
重庆,2025-11-13,优,50,184,29,50,24,7,0.62,20
重庆,2025-11-14,良,52,153,34,54,28,7,0.68,17
重庆,2025-11-15,优,39,48,24,39,21,6,0.58,26
重庆,2025-11-16,优,49,109,32,49,24,7,0.67,11
重庆,2025-11-17,优,29,50,18,29,16,6,0.54,29
重庆,2025-11-18,优,23,9,12,23,15,6,0.42,36
重庆,2025-11-19,优,35,129,20,35,21,6,0.48,30
重庆,2025-11-20,优,50,185,31,50,28,7,0.57,35
重庆,2025-11-21,良,58,192,41,62,36,7,0.68,37
重庆,2025-11-22,良,70,197,51,68,35,6,0.73,21
重庆,2025-11-23,良,56,93,40,53,25,6,0.60,34
重庆,2025-11-24,良,58,111,41,60,31,6,0.67,28
重庆,2025-11-25,良,56,152,39,63,31,6,0.67,31
重庆,2025-11-26,良,59,103,39,68,33,6,0.64,33
重庆,2025-11-27,良,71,177,52,81,36,7,0.72,37
重庆,2025-11-28,良,74,169,54,83,39,7,0.75,35
重庆,2025-11-29,良,92,249,69,97,41,7,0.83,35
重庆,2025-11-30,轻度污染,112,283,85,114,39,7,0.87,31
重庆,2025-12-01,轻度污染,125,310,95,121,36,6,0.93,33
重庆,2025-12-02,中度污染,151,335,116,144,38,6,1.00,14
重庆,2025-12-03,良,72,288,53,78,27,6,0.66,36
重庆,2025-12-04,良,60,184,41,70,30,6,0.58,23
重庆,2025-12-05,良,61,161,44,71,32,6,0.65,21
重庆,2025-12-06,良,72,173,53,77,37,5,0.79,15
重庆,2025-12-07,良,80,199,59,82,31,6,0.73,29
重庆,2025-12-08,良,85,261,63,86,35,6,0.87,15
重庆,2025-12-09,轻度污染,106,280,80,104,39,6,0.98,9
重庆,2025-12-10,轻度污染,106,252,80,104,35,6,0.88,22
重庆,2025-12-11,良,91,220,68,89,34,6,0.89,20
重庆,2025-12-12,良,99,282,74,93,34,6,0.93,19
重庆,2025-12-13,优,40,116,20,40,21,6,0.57,37
重庆,2025-12-14,良,54,150,31,59,30,6,0.58,20
重庆,2025-12-15,良,64,177,45,77,35,6,0.63,14
重庆,2025-12-16,良,84,233,62,96,40,6,0.78,9
重庆,2025-12-17,良,98,230,73,105,37,6,0.83,19
重庆,2025-12-18,轻度污染,104,226,78,105,43,6,0.95,23
重庆,2025-12-19,轻度污染,119,256,90,116,39,6,0.94,19
重庆,2025-12-20,良,75,222,55,71,24,5,0.73,27
重庆,2025-12-21,优,34,54,22,34,20,5,0.58,31
重庆,2025-12-22,优,34,39,22,34,23,5,0.65,19
重庆,2025-12-23,优,30,28,19,30,22,5,0.65,13
重庆,2025-12-24,优,45,110,28,45,25,6,0.64,10
重庆,2025-12-25,优,40,128,27,40,23,5,0.64,11
重庆,2025-12-26,优,44,111,27,44,26,5,0.65,16
重庆,2025-12-27,良,55,121,38,60,32,6,0.73,17
重庆,2025-12-28,良,64,135,46,66,31,6,0.77,27
重庆,2025-12-29,良,81,212,60,81,36,6,0.85,15
重庆,2025-12-30,良,100,231,75,94,32,6,0.90,8
重庆,2025-12-31,优,50,164,35,46,24,5,0.75,22
苏州,2025-01-01,良,78,142,53,106,55,8,0.78,40
苏州,2025-01-02,良,68,147,32,60,54,7,0.66,32
